assigned_unit_id,state,district,case_count,approved,pending,rejected,approval_rate_pct,pending_rate_pct,rejection_rate_pct,synthetic_center_lat,synthetic_center_lon,allocation_basis
FRA-JH-001,Jharkhand,Jharkhand FRA Monitoring Unit 01,118,68,32,18,57.6,27.1,15.3,22.910842,84.327551,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-002,Jharkhand,Jharkhand FRA Monitoring Unit 02,120,64,30,26,53.3,25.0,21.7,23.824512,84.287383,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-003,Jharkhand,Jharkhand FRA Monitoring Unit 03,168,98,39,31,58.3,23.2,18.5,23.555133,85.561028,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-004,Jharkhand,Jharkhand FRA Monitoring Unit 04,54,33,12,9,61.1,22.2,16.7,23.49025,84.3902,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-005,Jharkhand,Jharkhand FRA Monitoring Unit 05,89,51,22,16,57.3,24.7,18.0,24.074886,87.021551,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-006,Jharkhand,Jharkhand FRA Monitoring Unit 06,62,36,17,9,58.1,27.4,14.5,23.897989,86.076415,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-007,Jharkhand,Jharkhand FRA Monitoring Unit 07,148,94,33,21,63.5,22.3,14.2,22.533832,87.122486,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-008,Jharkhand,Jharkhand FRA Monitoring Unit 08,152,79,47,26,52.0,30.9,17.1,24.388857,86.951049,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-009,Jharkhand,Jharkhand FRA Monitoring Unit 09,93,53,23,17,57.0,24.7,18.3,23.179055,85.910165,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-010,Jharkhand,Jharkhand FRA Monitoring Unit 10,55,31,12,12,56.4,21.8,21.8,23.851992,84.534286,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-011,Jharkhand,Jharkhand FRA Monitoring Unit 11,138,82,32,24,59.4,23.2,17.4,24.172117,84.164917,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-012,Jharkhand,Jharkhand FRA Monitoring Unit 12,116,65,29,22,56.0,25.0,19.0,23.740765,84.373849,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-013,Jharkhand,Jharkhand FRA Monitoring Unit 13,46,33,9,4,71.7,19.6,8.7,22.546559,85.363758,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-014,Jharkhand,Jharkhand FRA Monitoring Unit 14,149,88,37,24,59.1,24.8,16.1,23.100257,85.496245,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-015,Jharkhand,Jharkhand FRA Monitoring Unit 15,135,76,38,21,56.3,28.1,15.6,23.06121,86.141003,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-016,Jharkhand,Jharkhand FRA Monitoring Unit 16,108,59,27,22,54.6,25.0,20.4,22.841576,86.195638,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-017,Jharkhand,Jharkhand FRA Monitoring Unit 17,86,44,23,19,51.2,26.7,22.1,22.842476,85.589908,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-018,Jharkhand,Jharkhand FRA Monitoring Unit 18,183,108,48,27,59.0,26.2,14.8,23.797913,84.516583,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-019,Jharkhand,Jharkhand FRA Monitoring Unit 19,145,80,39,26,55.2,26.9,17.9,24.746038,84.544485,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-020,Jharkhand,Jharkhand FRA Monitoring Unit 20,195,109,54,32,55.9,27.7,16.4,22.895597,85.920887,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-021,Jharkhand,Jharkhand FRA Monitoring Unit 21,33,19,11,3,57.6,33.3,9.1,23.408402,86.346053,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-022,Jharkhand,Jharkhand FRA Monitoring Unit 22,141,87,33,21,61.7,23.4,14.9,23.084238,84.544326,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-023,Jharkhand,Jharkhand FRA Monitoring Unit 23,136,75,37,24,55.1,27.2,17.6,22.946719,85.842636,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-024,Jharkhand,Jharkhand FRA Monitoring Unit 24,144,76,39,29,52.8,27.1,20.1,22.846328,86.659326,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-025,Jharkhand,Jharkhand FRA Monitoring Unit 25,83,47,21,15,56.6,25.3,18.1,23.707579,85.382855,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-JH-026,Jharkhand,Jharkhand FRA Monitoring Unit 26,71,43,19,9,60.6,26.8,12.7,22.845702,87.018904,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-001,Karnataka,Karnataka FRA Monitoring Unit 01,58,39,9,10,67.2,15.5,17.2,15.213311,75.970444,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-002,Karnataka,Karnataka FRA Monitoring Unit 02,99,54,27,18,54.5,27.3,18.2,15.205948,77.224095,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-003,Karnataka,Karnataka FRA Monitoring Unit 03,37,20,9,8,54.1,24.3,21.6,14.329557,74.73636,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-004,Karnataka,Karnataka FRA Monitoring Unit 04,89,48,28,13,53.9,31.5,14.6,14.082441,77.750723,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-005,Karnataka,Karnataka FRA Monitoring Unit 05,48,33,3,12,68.8,6.2,25.0,15.085356,77.219239,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-006,Karnataka,Karnataka FRA Monitoring Unit 06,56,35,9,12,62.5,16.1,21.4,16.030275,76.319203,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-007,Karnataka,Karnataka FRA Monitoring Unit 07,104,56,32,16,53.8,30.8,15.4,17.050473,77.631229,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-008,Karnataka,Karnataka FRA Monitoring Unit 08,137,83,28,26,60.6,20.4,19.0,16.511565,77.56572,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-009,Karnataka,Karnataka FRA Monitoring Unit 09,61,36,11,14,59.0,18.0,23.0,13.621727,75.225627,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-010,Karnataka,Karnataka FRA Monitoring Unit 10,109,69,20,20,63.3,18.3,18.3,14.961392,76.761075,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-011,Karnataka,Karnataka FRA Monitoring Unit 11,39,22,6,11,56.4,15.4,28.2,15.765889,76.064691,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-012,Karnataka,Karnataka FRA Monitoring Unit 12,114,62,30,22,54.4,26.3,19.3,13.193118,75.018742,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-013,Karnataka,Karnataka FRA Monitoring Unit 13,84,48,18,18,57.1,21.4,21.4,14.219168,77.61135,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-014,Karnataka,Karnataka FRA Monitoring Unit 14,61,38,16,7,62.3,26.2,11.5,13.803952,76.39947,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-015,Karnataka,Karnataka FRA Monitoring Unit 15,60,38,14,8,63.3,23.3,13.3,12.993158,77.593792,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-016,Karnataka,Karnataka FRA Monitoring Unit 16,66,36,17,13,54.5,25.8,19.7,14.81774,76.301604,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-017,Karnataka,Karnataka FRA Monitoring Unit 17,100,68,18,14,68.0,18.0,14.0,14.622436,76.784637,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-018,Karnataka,Karnataka FRA Monitoring Unit 18,45,28,9,8,62.2,20.0,17.8,16.609363,76.260267,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KA-019,Karnataka,Karnataka FRA Monitoring Unit 19,93,48,32,13,51.6,34.4,14.0,15.111726,76.275658,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-001,Kerala,Kerala FRA Monitoring Unit 01,77,48,17,12,62.3,22.1,15.6,9.808312,76.188418,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-002,Kerala,Kerala FRA Monitoring Unit 02,94,53,25,16,56.4,26.6,17.0,9.783501,75.604039,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-003,Kerala,Kerala FRA Monitoring Unit 03,103,56,28,19,54.4,27.2,18.4,11.56022,75.280231,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-004,Kerala,Kerala FRA Monitoring Unit 04,68,39,19,10,57.4,27.9,14.7,11.409314,75.441103,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-005,Kerala,Kerala FRA Monitoring Unit 05,43,28,6,9,65.1,14.0,20.9,10.596205,75.581174,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-006,Kerala,Kerala FRA Monitoring Unit 06,125,82,22,21,65.6,17.6,16.8,10.568048,76.075948,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-007,Kerala,Kerala FRA Monitoring Unit 07,46,28,12,6,60.9,26.1,13.0,9.788449,76.451546,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-008,Kerala,Kerala FRA Monitoring Unit 08,57,33,15,9,57.9,26.3,15.8,11.122893,75.934662,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-009,Kerala,Kerala FRA Monitoring Unit 09,100,61,27,12,61.0,27.0,12.0,9.139566,75.690812,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-010,Kerala,Kerala FRA Monitoring Unit 10,49,23,14,12,46.9,28.6,24.5,8.943569,76.503363,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-011,Kerala,Kerala FRA Monitoring Unit 11,33,20,11,2,60.6,33.3,6.1,9.867849,75.436409,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-012,Kerala,Kerala FRA Monitoring Unit 12,99,55,28,16,55.6,28.3,16.2,9.698549,75.841927,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-KL-013,Kerala,Kerala FRA Monitoring Unit 13,73,40,18,15,54.8,24.7,20.5,11.429058,76.617597,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-001,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 01,104,63,24,17,60.6,23.1,16.3,22.07857,76.184594,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-002,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 02,139,77,36,26,55.4,25.9,18.7,23.870108,79.081879,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-003,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 03,97,53,25,19,54.6,25.8,19.6,22.902546,81.223564,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-004,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 04,64,44,11,9,68.8,17.2,14.1,25.576731,79.602976,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-005,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 05,113,58,33,22,51.3,29.2,19.5,23.445038,78.328007,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-006,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 06,225,120,64,41,53.3,28.4,18.2,22.690098,80.94014,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-007,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 07,138,73,34,31,52.9,24.6,22.5,24.26204,78.458781,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-008,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 08,126,76,34,16,60.3,27.0,12.7,24.767228,78.406245,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-009,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 09,78,38,23,17,48.7,29.5,21.8,23.334928,81.163172,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-010,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 10,132,84,28,20,63.6,21.2,15.2,25.648756,79.620773,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-011,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 11,202,105,60,37,52.0,29.7,18.3,25.793091,78.145918,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-012,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 12,116,65,26,25,56.0,22.4,21.6,22.422709,78.005778,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-013,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 13,103,62,22,19,60.2,21.4,18.4,24.675113,75.96637,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-014,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 14,107,64,25,18,59.8,23.4,16.8,25.562583,79.288816,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-015,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 15,110,64,29,17,58.2,26.4,15.5,25.614373,81.099869,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-016,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 16,116,69,23,24,59.5,19.8,20.7,24.846033,78.490266,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-017,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 17,143,88,37,18,61.5,25.9,12.6,25.268822,77.947644,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-018,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 18,145,78,40,27,53.8,27.6,18.6,25.153447,78.575299,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-019,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 19,121,79,24,18,65.3,19.8,14.9,23.683388,80.809003,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-020,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 20,116,67,32,17,57.8,27.6,14.7,22.103484,76.507491,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-021,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 21,40,23,8,9,57.5,20.0,22.5,23.878852,81.266966,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-022,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 22,66,31,17,18,47.0,25.8,27.3,23.142516,78.816487,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-023,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 23,69,47,13,9,68.1,18.8,13.0,22.753374,81.275147,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-024,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 24,84,40,27,17,47.6,32.1,20.2,23.32417,79.910914,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-025,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 25,156,89,40,27,57.1,25.6,17.3,25.78139,79.385942,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-026,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 26,101,64,25,12,63.4,24.8,11.9,25.591676,80.323614,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-027,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 27,171,97,44,30,56.7,25.7,17.5,24.212657,80.779804,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-028,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 28,145,88,38,19,60.7,26.2,13.1,23.918398,77.429689,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-029,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 29,72,44,13,15,61.1,18.1,20.8,24.767765,78.416123,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-030,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 30,55,30,15,10,54.5,27.3,18.2,22.512439,78.957886,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-031,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 31,159,94,41,24,59.1,25.8,15.1,24.282328,75.406335,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-032,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 32,176,99,49,28,56.2,27.8,15.9,22.375097,78.229425,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-033,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 33,133,83,31,19,62.4,23.3,14.3,24.29888,77.203982,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-034,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 34,111,63,30,18,56.8,27.0,16.2,22.96341,79.163863,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-035,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 35,124,86,27,11,69.4,21.8,8.9,23.362415,80.499405,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-036,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 36,111,76,25,10,68.5,22.5,9.0,24.427793,79.339639,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-037,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 37,225,122,65,38,54.2,28.9,16.9,23.818127,76.300856,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-038,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 38,81,54,20,7,66.7,24.7,8.6,24.071924,76.876117,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-039,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 39,148,77,46,25,52.0,31.1,16.9,24.680406,79.395048,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-040,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 40,153,86,36,31,56.2,23.5,20.3,25.066281,76.976151,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-041,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 41,116,63,37,16,54.3,31.9,13.8,24.780335,80.157689,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-042,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 42,183,108,46,29,59.0,25.1,15.8,24.58704,78.141222,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-043,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 43,57,30,14,13,52.6,24.6,22.8,24.486095,75.858344,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-044,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 44,107,57,32,18,53.3,29.9,16.8,25.934437,77.28939,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-045,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 45,80,49,14,17,61.2,17.5,21.2,25.586475,79.955581,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-046,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 46,108,73,31,4,67.6,28.7,3.7,24.709936,76.162716,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-047,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 47,149,94,32,23,63.1,21.5,15.4,22.335087,78.935234,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-048,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 48,91,62,15,14,68.1,16.5,15.4,22.283659,79.132436,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-049,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 49,133,85,31,17,63.9,23.3,12.8,25.486727,80.202821,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-050,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 50,79,52,16,11,65.8,20.3,13.9,25.4447,79.094115,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-051,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 51,117,71,22,24,60.7,18.8,20.5,25.184799,81.044592,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-052,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 52,98,53,26,19,54.1,26.5,19.4,23.689244,76.744252,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-053,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 53,144,83,39,22,57.6,27.1,15.3,23.80756,76.329233,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-054,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 54,158,87,42,29,55.1,26.6,18.4,22.600995,79.683804,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-055,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 55,225,131,51,43,58.2,22.7,19.1,25.920911,81.115518,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-056,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 56,88,53,18,17,60.2,20.5,19.3,22.431715,78.008962,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-057,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 57,108,66,27,15,61.1,25.0,13.9,22.093548,76.318787,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-058,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 58,138,88,30,20,63.8,21.7,14.5,25.728681,76.371092,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MP-059,Madhya Pradesh,Madhya Pradesh FRA Monitoring Unit 59,69,45,14,10,65.2,20.3,14.5,23.951342,76.817687,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-001,Maharashtra,Maharashtra FRA Monitoring Unit 01,58,33,13,12,56.9,22.4,20.7,16.855981,78.085755,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-002,Maharashtra,Maharashtra FRA Monitoring Unit 02,137,80,34,23,58.4,24.8,16.8,20.068942,76.502263,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-003,Maharashtra,Maharashtra FRA Monitoring Unit 03,211,114,58,39,54.0,27.5,18.5,19.223962,79.422491,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-004,Maharashtra,Maharashtra FRA Monitoring Unit 04,75,36,25,14,48.0,33.3,18.7,20.24495,75.355184,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-005,Maharashtra,Maharashtra FRA Monitoring Unit 05,122,86,19,17,70.5,15.6,13.9,18.994836,74.253322,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-006,Maharashtra,Maharashtra FRA Monitoring Unit 06,147,90,36,21,61.2,24.5,14.3,21.040819,77.297595,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-007,Maharashtra,Maharashtra FRA Monitoring Unit 07,86,47,28,11,54.7,32.6,12.8,21.024305,75.368211,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-008,Maharashtra,Maharashtra FRA Monitoring Unit 08,98,52,27,19,53.1,27.6,19.4,17.715311,77.193492,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-009,Maharashtra,Maharashtra FRA Monitoring Unit 09,89,51,21,17,57.3,23.6,19.1,19.956835,74.665275,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-010,Maharashtra,Maharashtra FRA Monitoring Unit 10,90,57,21,12,63.3,23.3,13.3,17.104135,75.300431,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-011,Maharashtra,Maharashtra FRA Monitoring Unit 11,45,26,10,9,57.8,22.2,20.0,17.710372,75.538818,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-012,Maharashtra,Maharashtra FRA Monitoring Unit 12,68,44,15,9,64.7,22.1,13.2,20.998726,75.825159,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-013,Maharashtra,Maharashtra FRA Monitoring Unit 13,76,43,16,17,56.6,21.1,22.4,18.899366,75.098231,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-014,Maharashtra,Maharashtra FRA Monitoring Unit 14,225,122,61,42,54.2,27.1,18.7,19.765033,79.123003,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-015,Maharashtra,Maharashtra FRA Monitoring Unit 15,184,107,46,31,58.2,25.0,16.8,18.934371,74.30134,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-016,Maharashtra,Maharashtra FRA Monitoring Unit 16,102,68,18,16,66.7,17.6,15.7,17.620757,77.173954,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-017,Maharashtra,Maharashtra FRA Monitoring Unit 17,106,56,28,22,52.8,26.4,20.8,16.716334,77.240801,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-MH-018,Maharashtra,Maharashtra FRA Monitoring Unit 18,71,47,15,9,66.2,21.1,12.7,19.653111,74.696184,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
